lot_frontage,overall_qual,mas_vnr_area,exter_qual,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_type,garage_finish,garage_cars,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,fence,log_saleprice,yrs_since_year_remod_add,yrs_since_year_built,log_lot_area,ms_zoning_rm,ms_zoning_others,lot_shape_reg,lot_shape_others,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_idotrr,neighborhood_mitchel,neighborhood_names,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_others,roof_style_hip,roof_style_others,exterior_1st_hdboard,exterior_1st_metalsd,exterior_1st_plywood,exterior_1st_vinylsd,exterior_1st_wd_sdng,exterior_1st_others,mas_vnr_type_none,mas_vnr_type_others,foundation_cblock,foundation_pconc,foundation_others,ms_subclass_30,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_80,ms_subclass_120,ms_subclass_160,ms_subclass_others
60.0,5,0.0,3,3,3,2,4,234.0,900.0,3,1,900,0,900,0.0,1,0,4,5,0,1,1,2.0,2,222,32,0,0,11.811547477460344,21,70,8.881836305004146,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24.0,6,0.0,3,4,3,1,1,0.0,561.0,3,1,561,668,1229,0.0,1,1,3,5,1,5,3,2.0,2,154,0,0,3,11.703545824578878,41,41,7.385230923066573,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
84.0,7,0.0,4,4,3,1,1,0.0,874.0,5,1,874,887,1761,0.0,3,0,4,7,0,5,3,2.0,2,144,105,0,0,12.336552511980964,14,14,9.230829038403499,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
64.0,8,72.0,4,4,3,3,1,0.0,1694.0,5,1,1694,0,1694,0.0,2,0,4,7,0,5,2,3.0,2,160,33,0,0,12.41044104151805,13,13,9.25674674479034,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
33.0,5,0.0,3,3,3,1,1,0.0,624.0,4,0,624,624,1248,0.0,2,0,3,8,0,0,0,0.0,0,0,130,256,0,11.44571671527678,71,101,8.695506726812653,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
85.0,5,0.0,3,3,3,1,5,108.0,458.0,2,0,835,0,835,0.0,1,0,3,5,0,4,1,1.0,2,0,0,77,0,11.326595886778735,71,101,9.270964993792617,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
157.3543136295376,6,0.0,4,4,3,3,6,985.0,1580.0,5,1,1079,874,1953,1.0,2,1,4,9,2,5,3,2.0,2,216,231,0,0,12.388394202324129,29,29,10.880064025283644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
40.0,5,0.0,3,3,3,1,1,0.0,592.0,3,0,933,240,1173,0.0,2,0,3,7,0,1,1,1.0,2,0,25,77,3,11.635143097694478,71,120,8.644706511715198,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
66.0,6,176.0,3,3,2,1,3,585.0,1215.0,3,1,1215,0,1215,0.0,1,0,3,6,0,5,1,1.0,2,0,0,0,0,11.951180395901384,23,63,9.425451751593128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65.0,6,0.0,3,3,3,2,6,832.0,912.0,4,1,912,0,912,1.0,1,0,4,5,0,1,1,1.0,2,168,0,0,4,11.863582336583399,25,60,8.81996090128606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50.0,6,0.0,4,3,3,1,1,0.0,884.0,4,1,904,0,904,0.0,1,0,3,4,0,1,1,1.0,2,0,0,105,0,11.686878772093667,17,95,8.699514748210191,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
75.0,6,0.0,3,4,3,2,5,660.0,983.0,5,1,983,767,1750,1.0,2,0,3,7,0,5,1,1.0,2,245,0,156,0,11.982929094215963,36,81,9.434123718577732,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
62.0,6,0.0,3,3,3,1,6,759.0,839.0,5,1,864,729,1593,1.0,2,1,3,8,1,5,3,2.0,2,100,75,0,0,12.170445467887022,17,17,8.911260254572033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
88.0,8,309.0,4,5,3,1,6,335.0,1105.0,5,1,1105,1097,2202,1.0,2,1,4,9,1,5,2,2.0,2,0,65,0,0,12.479909311159902,28,29,9.372629275019902,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
65.0,7,0.0,4,4,3,3,6,24.0,1310.0,5,1,1310,0,1310,0.0,2,0,4,6,1,5,3,2.0,2,0,0,0,0,12.01364014498549,16,16,9.078749951588586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
60.0,4,0.0,3,3,3,1,3,732.0,948.0,5,1,948,0,948,1.0,1,0,3,5,1,1,1,1.0,2,0,36,0,0,11.686878772093667,67,67,9.010669176847115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
75.0,8,238.0,4,4,3,1,6,24.0,1372.0,5,1,1448,0,1448,0.0,2,0,4,6,1,5,2,2.0,2,0,140,0,0,12.382124589310534,14,15,8.922658299524402,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
62.0,7,0.0,3,4,3,4,5,655.0,1533.0,3,1,1533,0,1533,1.0,2,0,4,5,2,5,1,2.0,2,200,54,0,0,12.542544882151386,46,46,11.167063280451986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32.0,8,36.0,4,4,3,1,6,60.0,1511.0,5,1,1565,0,1565,1.0,2,0,4,5,0,5,3,2.0,2,0,120,0,0,12.174581978438804,14,15,8.238536930171769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
44.0,5,0.0,3,4,3,1,6,840.0,1040.0,3,1,1060,0,1060,1.0,1,0,3,6,1,5,1,2.0,2,100,110,0,0,11.77452020265869,45,45,8.348537825386098,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
57.0,5,0.0,3,4,3,1,6,686.0,990.0,5,1,990,0,990,0.0,1,0,3,5,0,1,1,2.0,2,0,0,0,0,11.884489021402711,26,27,9.131838143821225,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86.02268064540966,8,178.0,4,4,3,4,1,0.0,1753.0,5,1,1787,0,1787,0.0,2,0,4,7,1,5,2,3.0,2,198,150,0,0,12.524526376648708,19,20,9.601097851212073,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60.0,3,0.0,3,0,0,0,0,0.0,0.0,2,0,1040,0,1040,0.0,2,0,3,6,0,1,1,2.0,2,0,0,0,0,11.307130551990632,71,71,9.052984561199976,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
62.0,5,0.0,3,4,3,1,4,173.0,1089.0,3,1,1089,0,1089,1.0,1,0,3,5,1,1,2,1.0,1,328,0,0,3,11.736069016284437,67,67,8.914626127827137,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62.0,4,0.0,3,2,3,1,1,0.0,861.0,3,1,861,0,861,0.0,1,0,3,5,0,1,1,2.0,0,0,0,128,0,11.289781913656018,71,101,8.909775673693389,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
67.0,5,203.0,3,3,3,2,3,133.0,1107.0,2,0,1296,0,1296,0.0,2,0,2,5,1,1,1,1.0,2,0,0,36,3,11.55214617812351,22,97,8.487352349405215,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59.0,7,338.0,4,4,3,1,6,919.0,1720.0,5,1,1720,0,1720,1.0,2,0,4,7,1,5,3,2.0,2,240,56,154,0,12.46997418931655,25,25,9.267948684596496,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
78.0,7,306.0,4,4,3,1,5,321.0,725.0,5,1,725,754,1479,0.0,2,1,4,6,1,5,2,2.0,2,167,72,0,0,12.078239274020289,18,40,9.400133943608838,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
77.16655960304821,5,442.0,3,3,3,3,3,249.0,1040.0,3,1,1040,0,1040,1.0,1,0,3,6,0,5,2,1.0,2,0,90,0,3,11.719939634354555,55,55,9.365376374075716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75.08353911160768,9,295.0,4,5,3,2,1,0.0,1519.0,5,1,1533,639,2172,0.0,2,1,5,8,1,3,2,3.0,2,162,153,0,0,12.581078546153629,21,21,9.305650551780507,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
50.0,6,0.0,3,3,3,1,5,680.0,972.0,5,1,972,0,972,1.0,1,0,3,5,1,1,1,1.0,2,0,0,0,0,11.790557201568507,19,73,8.987196820661973,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
51.0,6,0.0,3,4,3,1,1,0.0,728.0,5,1,728,728,1456,0.0,2,1,4,8,0,5,3,2.0,2,100,24,0,0,12.078239274020289,16,16,8.990815266184685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
82.47868130251203,5,70.0,3,3,3,1,4,625.0,1048.0,2,1,1728,0,1728,1.0,2,0,3,7,1,1,1,2.0,2,0,99,0,0,12.087429865399402,65,65,9.510074525452104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60.0,5,0.0,3,3,3,1,4,392.0,784.0,4,1,949,272,1221,1.0,1,0,3,7,0,5,1,1.0,2,0,0,236,0,11.560762794384388,71,97,9.183791036742646,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
68.0,7,0.0,4,4,3,1,6,500.0,842.0,5,1,856,893,1749,0.0,2,1,4,7,0,5,2,2.0,2,140,85,0,0,12.185869938212655,22,22,9.134754385019587,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
48.0,9,394.0,5,5,3,1,6,848.0,1577.0,5,1,1577,0,1577,1.0,2,0,5,6,1,5,2,2.0,2,203,39,0,0,12.542544882151386,16,16,8.967121656230923,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
66.87872609298265,7,22.0,3,4,3,1,1,0.0,384.0,4,1,804,670,1474,0.0,2,1,3,7,1,3,3,2.0,2,120,72,0,0,12.034691028774553,25,26,9.051344640485725,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
81.18745224914986,6,0.0,3,4,3,1,1,0.0,781.0,4,1,781,890,1671,0.0,2,1,3,7,1,5,3,2.0,2,0,84,0,0,12.043553716032399,26,26,9.475853519656901,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
200.0,3,0.0,3,0,0,0,0,0.0,0.0,5,1,2034,0,2034,0.0,1,0,3,9,0,6,2,4.0,0,483,266,0,4,11.77528972943772,68,68,10.680516217076775,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
52.0,7,0.0,3,3,3,2,3,300.0,989.0,3,1,1245,764,2009,0.0,2,0,3,7,1,1,1,2.0,2,0,20,0,3,11.918390573078392,71,82,8.738735461363474,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
95.0,5,0.0,3,4,3,1,1,0.0,1100.0,5,1,1100,0,1100,0.0,1,1,3,5,0,5,2,2.0,2,0,0,0,0,11.884489021402711,25,25,9.473857817428666,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
63.0,5,0.0,3,3,3,1,5,1606.0,1728.0,3,1,1728,0,1728,2.0,2,0,3,8,0,1,1,2.0,2,0,0,0,0,12.144197241812087,45,45,9.137447046455858,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
57.0,6,0.0,3,4,3,3,1,0.0,916.0,4,1,916,684,1600,0.0,2,1,3,7,1,5,3,2.0,2,100,38,0,0,12.037653993905211,24,24,9.079434102128383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
74.0,5,0.0,3,4,3,1,1,0.0,1125.0,4,1,1125,0,1125,0.0,1,1,3,5,0,5,1,2.0,2,80,64,0,0,11.951180395901384,14,15,9.05204779298159,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
59.0,7,0.0,4,4,3,2,6,16.0,1391.0,5,1,1391,0,1391,0.0,2,0,4,5,0,5,2,2.0,2,156,158,0,0,12.185869938212655,17,17,8.362175469149628,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
67.61906475017062,7,0.0,4,4,3,1,6,574.0,854.0,5,1,864,1131,1995,0.0,2,1,4,8,1,3,3,2.0,2,264,48,0,0,12.299107511497363,19,19,9.07566546864958,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
65.0,6,0.0,4,4,3,1,1,0.0,728.0,5,1,728,728,1456,0.0,2,1,4,8,1,5,3,2.0,2,0,24,0,0,12.046138607613848,15,16,9.233763886919771,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
75.0,6,140.0,3,3,3,1,4,535.0,690.0,3,1,698,728,1426,0.0,1,1,3,6,0,5,3,2.0,2,252,0,0,3,11.979799201207037,44,44,8.980927207648378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
80.0,7,288.0,3,3,3,1,1,0.0,1304.0,4,1,1682,0,1682,0.0,2,0,3,7,1,5,1,2.0,2,98,0,0,3,12.066810578196666,51,51,9.249561085129464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85.0,7,0.0,3,3,4,4,6,778.0,1277.0,3,1,1277,0,1277,1.0,1,0,3,5,1,5,1,2.0,2,0,0,0,2,12.025749091398891,51,51,9.271247306879705,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
24.0,6,0.0,3,4,3,1,5,566.0,855.0,3,1,855,601,1456,0.0,2,1,3,7,1,5,1,2.0,2,87,0,0,0,11.908340237224891,45,45,7.731930721948486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
64.0,5,0.0,3,0,0,0,0,0.0,0.0,3,1,1114,1114,2228,0.0,2,0,3,8,0,1,1,2.0,2,73,0,0,0,11.904852681283913,42,42,8.85623355614316,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
75.0,6,0.0,3,4,3,1,1,0.0,626.0,3,1,626,591,1217,0.0,1,1,3,6,1,5,2,1.0,2,0,28,0,0,11.695247021764184,41,41,9.283776690049365,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
60.0,5,0.0,3,5,4,1,5,980.0,1090.0,4,1,1090,0,1090,1.0,1,1,3,5,0,5,3,2.0,2,0,49,0,0,11.964001084330445,15,16,8.857088135314953,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
50.0,5,0.0,3,2,2,2,1,0.0,810.0,2,1,1002,454,1456,1.0,1,0,3,7,1,1,1,1.0,1,0,0,0,0,11.424094251263613,71,73,8.933927891782632,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
67.0,5,0.0,3,2,3,1,1,0.0,796.0,4,1,796,0,796,0.0,1,0,3,4,0,0,0,0.0,1,328,0,164,3,11.350406535472453,71,111,9.079889942592118,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
70.0,5,0.0,3,3,3,1,5,698.0,1214.0,5,1,1214,0,1214,1.0,1,0,3,6,0,1,1,2.0,2,0,0,184,4,11.84939770159144,56,56,9.123692565250511,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
66.0,5,0.0,3,3,3,1,4,763.0,955.0,5,1,955,0,955,1.0,1,0,3,6,0,5,1,1.0,2,0,0,0,3,11.751942365440728,55,55,8.954415331137593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
64.0,6,0.0,4,4,3,1,3,503.0,864.0,5,1,864,864,1728,0.0,2,1,4,7,0,5,2,2.0,2,216,56,0,0,12.24288661865289,18,18,9.081483749851179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
60.0,6,0.0,3,3,3,1,3,425.0,1836.0,4,1,1836,1836,3672,0.0,3,1,4,7,2,1,1,2.0,2,684,80,32,0,12.936033799212835,31,86,9.893437216682626,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
90.0,6,132.0,3,3,3,1,2,65.0,1561.0,3,1,1561,0,1561,1.0,2,0,3,6,1,5,3,2.0,2,0,148,0,0,12.170445467887022,61,61,9.498447354141044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65.0,6,0.0,3,4,3,1,1,0.0,702.0,4,1,702,779,1481,0.0,2,1,3,6,1,5,3,2.0,2,0,36,0,0,12.066810578196666,26,27,9.002701007197938,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
78.0,7,0.0,3,3,3,2,5,699.0,699.0,5,1,801,726,1527,1.0,1,1,3,6,1,5,1,2.0,2,0,0,134,2,11.934919875029603,22,73,9.343033913701648,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
72.0,7,0.0,4,4,3,1,1,0.0,798.0,5,1,798,842,1640,0.0,2,1,4,6,0,5,2,2.0,2,0,45,0,0,12.117241431823558,18,18,8.885440911707585,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
60.0,5,0.0,3,3,3,2,2,1080.0,1080.0,3,0,1080,400,1480,1.0,1,0,3,7,1,5,1,1.0,2,0,0,68,0,11.824079893607152,27,70,9.314700387300425,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
80.0,7,172.0,4,4,3,1,6,361.0,963.0,5,1,963,829,1792,0.0,2,1,4,7,1,5,2,2.0,2,0,96,0,0,12.352335152508426,20,20,9.428270356237505,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
57.0,5,0.0,3,5,4,2,2,210.0,980.0,2,1,1148,0,1148,0.0,1,0,3,6,0,1,1,1.0,2,0,0,0,0,11.72399643505017,69,69,8.767173396684006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
59.0,5,0.0,3,3,3,1,1,0.0,816.0,3,1,872,521,1393,0.0,1,1,3,8,0,5,1,1.0,2,121,0,0,0,11.816726919301892,66,66,9.709052927858371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
65.0,6,0.0,3,3,3,3,6,504.0,960.0,3,1,1044,0,1044,1.0,1,0,3,7,1,1,1,2.0,2,228,0,0,0,11.801856756822442,45,45,8.745921121024347,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
71.0,5,0.0,3,3,3,1,4,25.0,1144.0,3,1,1144,0,1144,1.0,1,1,3,6,0,1,1,1.0,2,0,88,0,0,11.728036844587175,58,58,9.127393451155257,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
78.0,8,530.0,4,4,3,3,6,956.0,1086.0,5,1,1086,838,1924,1.0,2,1,4,7,1,5,2,2.0,2,208,75,0,0,12.542544882151386,23,23,9.39357817555449,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
108.0,9,165.0,4,4,3,1,1,0.0,1393.0,5,1,1422,1177,2599,0.0,2,1,4,10,1,3,3,3.0,2,668,30,0,0,12.716402146247475,22,22,9.600624158088683,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
77.51433681774483,8,188.0,4,4,3,4,6,850.0,1008.0,5,1,1008,1275,2283,0.0,2,1,4,9,1,3,3,3.0,2,120,46,0,0,12.506177237980511,18,18,9.375176614429117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
60.0,6,0.0,3,3,3,3,3,621.0,795.0,4,0,765,368,1133,0.0,1,0,3,5,0,1,1,2.0,2,0,0,0,0,11.763684183317412,71,71,8.99516499031115,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
50.0,6,0.0,4,4,3,1,6,904.0,1398.0,4,1,1398,0,1398,1.0,2,0,4,5,0,5,2,2.0,2,0,46,0,3,12.05524975579559,30,31,8.878358040627822,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
